ID   source_index target_index  pSource.x   pSource.y    pSource.z   pTarget.x   pTarget.y    pTarget.z   currentR  endvertex 
 4958      2320      2406      5.46094      0.8125      5.507      5.32812      0.90625      5.759      0.00181534      1
 4959      14202      2406      5.46094      0.8125      5.507      5.53125      0.875      5.7      0.00314388      0
 4960      2407      14202      5.53125      0.875      5.7      5.53906      1      5.663      0.00112544      1
 4961      6046      14202      5.53125      0.875      5.7      5.50781      0.9375      5.817      0.00146195      0
 4962      9949      14202      5.53125      0.875      5.7      5.5      0.78125      5.814      0.00191002      0
 4963      9947      9949      5.5      0.78125      5.814      5.48438      0.75      6.055      0.000662201      1
 4964      14332      6046      5.50781      0.9375      5.817      5.46094      1.03125      5.832      0.00026492      1
 4965      2564      10033      5.52344      0.46875      5.374      5.64844      0.40625      5.476      0.000454678      1
 4966      5902      2490      5.59375      0.65625      5.321      5.58594      0.8125      5.417      0.00367255      0
 4967      5783      5902      5.58594      0.8125      5.417      5.8125      0.8125      5.518      0.00141651      1
 4968      10038      5902      5.58594      0.8125      5.417      5.67969      0.78125      5.612      0.00229441      0
 4969      10039      10038      5.67969      0.78125      5.612      5.72656      0.875      5.643      0.00122412      0
 4970      5899      10039      5.72656      0.875      5.643      5.75      1.03125      5.635      0.000412034      1
 4971      14072      9948      5.30469      0.3125      4.343      5.26562      0.40625      4.402      0.000296939      1
 4972      10040      5780      5.58594      0.625      4.282      5.59375      0.53125      4.367      0.000322992      1
 4973      2659      13724      5.72656      0.21875      3.947      5.8125      0.3125      4.069      0.0188089      0
 4974      5598      13724      5.72656      0.21875      3.947      5.65625      0.09375      4.169      0.0125004      0
 4975      2652      5598      5.65625      0.09375      4.169      5.64844      -0.03125      4.197      0.00536706      0
 4976      13725      5598      5.65625      0.09375      4.169      5.64844      0.125      4.193      0.00356474      0
 4977      13833      13725      5.64844      0.125      4.193      5.55469      0.25      4.283      0.00086157      0
 4978      5687      13833      5.55469      0.25      4.283      5.58594      0.28125      4.33      0.000153611      1
 4979      5519      2652      5.64844      -0.03125      4.197      5.73438      -0.15625      4.336      0.00265797      0
 4980      10220      2652      5.64844      -0.03125      4.197      5.57812      -0.09375      4.332      0.00339766      0
 4981      13635      2652      5.64844      -0.03125      4.197      5.71875      -0.09375      4.37      0.00420279      0
 4982      10290      13635      5.71875      -0.09375      4.37      5.73438      -0.125      4.502      0.00275795      0
 4983      13636      13635      5.71875      -0.09375      4.37      5.67188      -0.15625      4.453      0.00311681      0
 4984      2646      13636      5.67188      -0.15625      4.453      5.57031      -0.1875      4.507      0.00192656      0
 4985      10287      13636      5.67188      -0.15625      4.453      5.66406      -0.25      4.57      0.00222049      0
 4986      13548      10287      5.66406      -0.25      4.57      5.71875      -0.3125      4.578      0.00145448      0
 4987      5449      13548      5.71875      -0.3125      4.578      5.79688      -0.4375      4.605      0.000725706      0
 4988      10367      5449      5.79688      -0.4375      4.605      5.75      -0.46875      4.616      0.000135087      1
 4989      2563      2646      5.57031      -0.1875      4.507      5.44531      -0.125      4.653      0.000539441      1
 4990      13547      10290      5.73438      -0.125      4.502      5.78906      -0.25      4.592      0.000943695      1
 4991      13634      10290      5.73438      -0.125      4.502      5.82031      0      4.701      0.00121195      0
 4992      5518      13634      5.82031      0      4.701      5.89062      0.03125      4.663      0.000210247      1
 4993      2565      10220      5.57812      -0.09375      4.332      5.5      0      4.462      0.00137119      0
 4994      13726      2565      5.5      0      4.462      5.59375      0      4.575      0.00037957      1
 4995      10288      5519      5.73438      -0.15625      4.336      5.67969      -0.25      4.352      0.000275465      1
 4996      5596      2659      5.8125      0.3125      4.069      5.73438      0.1875      4.224      0.0127952      0
 4997      10294      2659      5.8125      0.3125      4.069      5.98438      0.3125      4.101      0.0173904      0
 4998      2778      10294      5.98438      0.3125      4.101      6.0625      0.4375      4.214      0.00897033      0
 4999      5510      10294      5.98438      0.3125      4.101      6.13281      0.40625      4.183      0.0159123      0
 5000      10370      5510      6.13281      0.40625      4.183      6.24219      0.40625      4.274      0.0145755      0
 5001      2889      10370      6.24219      0.40625      4.274      6.24219      0.46875      4.309      0.00772977      0
 5002      13543      10370      6.24219      0.40625      4.274      6.30469      0.4375      4.326      0.0136693      0
 5003      10451      13543      6.30469      0.4375      4.326      6.42188      0.3125      4.391      0.00733962      0
 5004      13542      13543      6.30469      0.4375      4.326      6.36719      0.5      4.315      0.0116456      0
 5005      2887      13546      6.23438      0.3125      4.502      6.1875      0.375      4.696      0.00640937      0
 5006      2982      13546      6.23438      0.3125      4.502      6.32031      0.3125      4.7      0.010719      0
 5007      5439      13546      6.23438      0.3125      4.502      6.35938      0.34375      4.683      0.00626163      0
 5008      10449      5439      6.35938      0.34375      4.683      6.41406      0.34375      4.701      0.00120855      0
 5009      13457      10449      6.41406      0.34375      4.701      6.45312      0.3125      4.725      0.000856602      0
 5010      13455      13457      6.45312      0.3125      4.725      6.52344      0.375      4.809      0.000321117      1
 5011      10448      2982      6.32031      0.3125      4.7      6.38281      0.28125      4.789      0.00945852      0
 5012      2981      10448      6.38281      0.28125      4.789      6.29688      0.28125      4.862      0.00457123      0
 5013      5440      10448      6.38281      0.28125      4.789      6.35938      0.3125      4.92      0.00421189      1
 5014      10447      10448      6.38281      0.28125      4.789      6.35156      0.21875      4.83      0.00536878      0
 5015      13458      10448      6.38281      0.28125      4.789      6.41406      0.25      4.818      0.0088281      0
 5016      3081      13458      6.41406      0.25      4.818      6.48438      0.28125      4.861      0.00829583      0
 5017      5357      13458      6.41406      0.25      4.818      6.44531      0.15625      4.965      0.00463731      0
 5018      10564      5357      6.44531      0.15625      4.965      6.48438      0.09375      4.919      0.000706192      0
 5019      3175      10564      6.48438      0.09375      4.919      6.5625      0.0625      4.935      0.000209802      1
 5020      3080      3081      6.48438      0.28125      4.861      6.46875      0.25      5.023      0.00734542      0
 5021      5355      3081      6.48438      0.28125      4.861      6.57031      0.3125      4.969      0.00538978      0
 5022      3176      5355      6.57031      0.3125      4.969      6.61719      0.21875      4.975      0.00256821      0
 5023      5242      3176      6.61719      0.21875      4.975      6.66406      0.1875      4.964      0.00202446      0
 5024      13358      3176      6.61719      0.21875      4.975      6.60156      0.15625      5.028      0.00158192      0
 5025      10701      13358      6.60156      0.15625      5.028      6.64844      0.09375      5.007      0.00072389      0
 5026      3273      10701      6.64844      0.09375      5.007      6.73438      0.0625      5.012      0.000225831      1
